datetime_index,AUD,EUR,NZD,GBP,BRL,CAD,CNY,HKD,INR,KRW,MXN,ZAR,SGD,DKK,JPY,MYR,NOK,SEK,LKR,CHF,TWD,THB
2000-01-04,0.004406307481071126,-0.01504095475632793,0.010713175024776866,-0.006038370040663099,0.01947668205209452,0.003657320434550526,1.2077513481756341e-05,0.00012858428717699155,0.0,-0.004887812441594974,0.005885957019982957,-0.006715281971093168,-0.0016919455362612856,-0.015261174723116167,0.013575090053778993,0.0,-0.0037740641098116257,-0.009879268590752499,0.004829260851573203,-0.01549133711194045,-0.025170738346551147,0.00431849524044825
2000-01-05,0.001835704967081575,-0.0024772927615562754,0.005236292649737573,-0.002786658634714556,0.008386360527070202,0.0,-1.2077513481756341e-05,6.428594390062159e-05,0.0,0.011074310299093781,0.008214031019007084,-0.002468121368083498,0.0015108025233575573,-0.0013863859145599733,0.006574518508894123,0.0,0.000126031886233946,-0.0008376713228410715,0.004120884952502735,-0.002508765910082922,0.006514681021193791,-0.0008082985755990535
2000-01-06,0.001570783751209004,0.001032951233256571,0.005003234163495129,-0.0036178299615084453,-0.008658062743114647,0.0036439931690686045,-1.2077659349518655e-05,6.428181148354639e-05,0.0,0.010081172382455428,0.00335043764364773,0.0016460909066686735,0.005720322688529289,0.0006241115281810927,0.013591327133995357,0.0,0.0006299212806721854,0.0017343983295754484,0.0,0.0009013069560128151,0.03037803535917183,0.013918854259494573
2000-01-07,-0.001243333602567842,0.002886599942515715,-0.002885410081036377,0.005585688910749065,-0.004903305928520618,-0.0045398344583502115,-3.623385329287743e-05,-2.571222873726242e-05,0.0,-0.007441487611682618,-0.004924827892756056,-0.00379006797926551,-0.0018028851037250604,0.002215913932142266,-0.00019015021924584374,0.0,0.003269209500408099,0.0056606735394244545,0.0027378524973382667,0.0053268424902646605,-0.02875597498730409,-0.008542497223114509
2000-01-10,-0.00196631117952073,0.004109313364307782,-0.0015491869868292651,0.0004913602588417776,-0.00657536615638854,0.004333924851939619,0.0,2.571222873726242e-05,0.0,-0.003962144738692608,-0.00790934784980113,0.0032142443299076895,-0.00042114129912829146,0.003521495094350291,0.0010453790450704048,0.0,0.00725456590018192,0.004032263527938618,0.002048481426472293,0.005171269544393897,-0.0006485084533376373,-0.0008046131586025851
2000-01-11,-0.002167417353694079,-0.00678945103706978,0.000774893490924744,-0.006406592754711893,0.0019222853646910787,0.00013727778180661065,1.2078096975010055e-05,0.0,0.00114744705647718,0.011839647181787427,0.003962493627444275,0.002219209393087729,0.004323292430954195,-0.00552945837936325,0.007664322894172848,0.0,-0.006878036244023278,-0.006173591969281578,0.0006818956963856593,-0.006324081251417202,0.0,0.009081258991078034
2000-01-12,-0.0004603597463829212,0.004017517636512171,-0.00408786887852286,0.000823655429152359,0.006835296605857355,-0.0013736265896119315,1.2077951096589601e-05,2.5711567635866572e-05,0.0,-0.002181977736749552,0.0034215061671956093,-0.0035366241575263135,0.0,0.0030449850517013655,-0.003115414367803382,0.0,0.00100338651338161,0.0024977711469524877,0.0,0.003518314839914327,-0.0009735519185301023,-0.0018629413238824277
2000-01-13,-0.01644817556612488,0.0010275381093158772,-0.010529156434332165,-0.0009884679552774056,-0.011510129813588676,-0.0037872312438827493,2.4155464570796426e-05,1.285553591534594e-05,-0.00114744705647718,-0.007894777847008427,-0.0005256241908138115,-0.0018968295654691048,0.0005989817489656657,0.002208725359555963,0.003115414367803382,0.0,-0.004334313767458742,-0.0001188001189396104,0.0,0.0029967822982381875,0.0,-0.0013328004105419566
2000-01-14,0.00333800964191705,0.01397197784005203,0.005330558741895253,0.007880520178974948,-0.004973759908100672,0.00013796909514157685,-1.2077659349518655e-05,1.2855370652431475e-05,0.0,-0.009290046907092453,-0.005800174446878081,0.0029673612278020567,0.0031089347054715777,0.013014773745535946,-0.002170324041338212,0.0,0.0068383841882186935,0.006749181974928575,0.0,0.015038827601125682,0.0009735519185301023,0.0015991474623229252
2000-01-18,0.0037253901521066557,0.0006074719231052347,0.008098050899015607,-0.0016366615764676906,-0.006001351641798047,0.00034483948064051306,-4.831209615074883e-05,1.2855205394401992e-05,0.00114744705647718,0.0017761994012559512,-0.001481795360041449,0.0023018753998249597,-0.0010153194648910846,0.0012242401039341821,-0.003501304736124311,0.0,0.0016242897305152049,-0.0007082989317490629,-0.006839971947777634,-0.00018816445628944134,0.0019442650324310584,-0.004002673789657241
2000-01-19,0.0009291830495306574,0.0006071031249911523,0.002942621054197514,-0.0036101122240998484,-0.0006690455200504264,0.0017224159413455897,4.831209615074883e-05,0.00010283569435998174,0.0,0.0061919702479205085,-0.002439154929016585,0.004097358842205523,0.0010750120481053393,0.0012906295307812954,-0.0009484067478719993,0.0,-0.0012492194004321,0.002241227714921301,0.0047928883260528465,0.0014416901610138644,-0.0012957565790934211,0.0
