,EUR,JPY,GBP,AUD,CAD,CHF,CNY,HKD,SEK,NOK,SGD,NZD,KRW,MXN,RUB,INR,BRL,PLN,DKK,DXY
2000-01-18,0.006273100441468634,0.5165629196038241,-0.18080113209662746,0.033940262144037205,-0.0253785753774786,-0.05808312691860947,0.02348186803913004,-0.1275296084861002,0.0033855771937483527,0.24986124548645192,-0.16322369148034335,0.4206904399001038,0.30462042392487615,0.07565796409620934,-0.25977920384626474,-0.2534211671435445,-0.415522890243298,-0.22273467396333543,0.1877925896039323,-0.18635677993952657
2000-01-19,-0.0050589212569505165,0.014499500738174433,-0.30578357454829946,0.07925976840132352,0.1014067777124663,-0.015983477505948994,0.0014863145772914899,0.04544103429227042,0.1332676132123477,-0.3862331300681627,0.23602678679845024,0.15748433188017458,0.6973741064644036,-0.16660808385696027,-0.5416273993606702,-0.033548366118256887,0.17232848516963817,0.45696796876145157,-0.040354142415710045,-0.09822218646464705
2000-01-20,-0.23957979155333517,-0.14726043857288446,-0.606295424824448,-0.2999778296347314,-0.21417102476597621,-0.18182724398955608,-0.0010392094950953709,-0.024112670553948976,-0.021690301345185573,0.11834546514754038,-0.06349089113057027,0.318392452832502,-0.7444279768764722,-0.11949637445676832,0.6938921330903832,0.0027890493568329074,-0.6006731643420902,-0.38578374476136634,0.03408423426782048,-0.3938563578928485
2000-01-21,0.4436558223023246,-0.6348219576845289,0.039455905236583794,0.3614703892813966,-0.3941541402628465,0.2039527117780439,0.0003141807537368588,-0.0033423001249826,0.15888639953308906,-0.07362599466315167,0.15155950805473473,0.3305053183725616,0.13333325357865908,0.3207385046053645,0.122279566438924,-0.005185627979267511,-0.19221908460770207,-0.025917137013634205,0.05953469767834283,0.3938563578928439
2000-01-24,0.6737508687089432,0.695213135222672,-0.08850858665185574,1.297218263881996,-0.054502564911234556,0.7506119653474285,-0.00265848369290599,0.08187990120956462,0.34511173038273923,0.3181608488534727,0.3076010898251109,1.1521687379785654,-0.17336028545426965,0.373386699485576,-0.4083505677695814,0.14724386922155785,-0.7656942282885605,0.31924940032552346,0.7224387295634984,0.4314578177792114
2000-01-25,0.06998258741933376,0.3021436077287049,0.3721653924653035,-0.02631835668184465,-0.13520578252798474,0.11165384988670599,-0.001099666190894338,-0.043411641772201054,-0.19710782775665178,0.11149354219075959,0.08012195119606069,-0.36459484206099385,0.1489711168797039,0.5753027925140587,0.06675585541315492,-0.048240010942997354,0.4388201455977705,0.9797807651433266,-0.013695801194460192,0.20526863177420399
2000-01-26,0.0929669753715833,0.011367846383006313,0.3133765948200326,0.30975058418105966,-0.1358061281163435,0.010997002551276483,-0.0016313951976114158,0.002390121857787385,0.13272319715728037,0.29973419543115887,0.535917466338999,0.24843635355098243,0.04313667800292297,-0.14546554077049306,0.37027843953649053,-0.022048204923821948,0.17750785054065518,-0.17023466262594242,0.05858117797211539,0.029289724397824665
2000-01-27,1.1457460998392255,-0.5369070624079847,0.16999850816750736,-0.17960123433805522,-0.16858926414198624,0.9873943044962361,0.0003625345661731654,-0.08525729461758468,0.7285574521527752,0.7562875161499586,-0.24246793386332893,-0.11517618684781875,-0.2763052844048776,-0.06676922386731579,-0.0766686716871223,-0.061773701512376045,0.04533882420891861,-0.1245950972401894,0.7382491478442045,0.7100851780960026
2000-01-28,1.175432862059288,1.1271606218616328,0.8895267225947235,2.713116691883675,0.5740702605785982,1.117387474847383,-0.0006163095445014309,0.05565944791151264,1.3518125186129089,1.2259326062689007,1.0029990037555563,2.8010861514796748,-0.2837930346237626,0.5607358991826845,-0.14338408739876415,0.08278760957659118,0.5306243967123122,0.8580885574395727,1.2316869304313467,1.2617552415836524
2000-01-31,0.5262417657900452,0.7250880085854627,0.36428318869860044,0.1005669298463538,0.3919768090890808,0.40977916548676463,-0.0017039343905874665,0.03210355828299913,1.147183409596612,0.6109559722211634,-0.35477903761867413,-0.015212378163641637,0.2603362509658034,0.6112762609548157,-0.2856314758268671,0.09634549327378186,0.9083071225194757,0.9749149420190226,0.4243825883229183,0.6202014059618624
2000-02-01,0.051081195398783294,0.5142376857804181,0.20812099208193657,0.4471581176390422,0.013039469249983802,0.2625886686273769,-0.00102720851796737,-0.030766775364171637,0.038714666749552644,0.3978521117334696,-0.10132792215618194,0.47400144677631084,0.19901061246611734,-0.2677587358839504,-0.2891967963965378,-0.03484292207939368,-0.7514858551437806,0.4411704134730394,0.6615554513567519,-0.19995245890665198
2000-02-02,-0.2709793826259625,0.6085213586956603,0.49191579649288,-0.5891643739986855,-0.3511407723858846,-0.10192836516051519,-0.0003746316147570647,0.03125506056693965,-0.7504168197741863,-0.7153774346540176,0.01883758008600262,0.4462696762949371,0.33938499091054597,-0.0641469612979942,1.245405628142352,-0.0006394541344602305,-0.16257624340612287,0.7176213093560607,-0.17732385763144287,-0.12398075118226241
2000-02-03,-1.164612521172939,-0.3085144244426732,0.4210728255262913,-0.009168622433636872,-0.2543976794575222,-1.1546755859582576,0.0029849290691850374,-0.020265839824658974,-0.8739058758696594,-0.3534621347684233,-0.3083815725520979,-0.8286861009655724,-0.07303959159501099,-1.0188677206398162,-0.33987882830809457,-0.041632907823414035,-0.5916207088812133,-1.5678691311581414,-0.8932404596946936,-0.9492376755062136
2000-02-04,0.6339734446739803,-0.5011082264867587,0.6337869169016406,0.4900415336547846,0.15230045242631635,0.21136810906461304,0.002779408498541014,0.06846584301880974,-0.40738350470959983,0.28402783941215237,-0.10899499140910529,0.18390397214022852,0.0368646804479896,-0.018252042419420075,0.5709212750029353,0.0965491746156823,0.025233628974188026,-0.3191432506665929,1.547673990646246,0.47095094013334193
2000-02-07,0.1639125389708925,1.0730643238484263,-0.26466557077675473,-0.4267696898687173,0.0037421726227037174,0.25898543101603266,-7.250532731486325e-05,-0.017558451739036716,0.28502718131635185,0.208364386436025,0.20601574221972618,-0.4266023904052845,-0.03986328851349368,-0.45832941080847095,-0.6570831087139182,-0.05457934958811013,-0.4872505163165736,0.47425509690374135,-1.1156833624895057,0.3350407575766945
2000-02-08,-0.7882158916530472,0.49890570337787055,-0.8608939416082292,0.3902661458945491,0.3438893563488574,-0.8788893869946074,0.0001329263932747174,-0.04175705523629043,-0.8427192819866088,-1.0810040351322376,0.02854536048169555,0.20271743091285752,-0.05798952911769329,-0.38719263414231464,0.6152419467424304,-0.0013866393085646411,-0.4530997149813979,-1.3535486566399806,-1.0834626974947297,-0.4021838227819994
2000-02-09,-0.5570587531129952,-0.19970985498626687,-0.2908763991992506,-0.2022783005211902,-0.29837080259564086,-0.3866481186344069,0.00016917879044377649,-0.08513560241564487,-0.4059836444865361,-0.3029807091517842,-0.3059300200451813,-0.05224616655201221,-0.49261038781788546,-0.22238442625888022,-1.0599559135949899,0.013537819438692818,0.08431218458905397,-0.039465055560160764,-0.41341844237454095,-0.519481687710391
2000-02-10,0.5872471049793518,-0.2647891503622069,0.2017878144949189,0.48685544702993566,0.415566485153286,0.4243648675292244,-0.0002900209588453504,0.08487858193328873,0.45862633736420044,0.4433349589438617,0.09282284983434512,0.1874261244610979,-0.14722425446833184,0.44393604003367104,0.7696363486733907,-0.0812039634280434,0.4755660575128485,0.4496600019542488,0.6195481384669189,0.4330885937839928
2000-02-11,0.13603043658854114,0.4147202026154675,0.8878127018607589,0.22753411304847754,-0.03573771864433482,0.21582962874872957,0.00022959999511334972,0.0041893514915833045,0.222577422911569,0.3322674935394662,0.17819107170649423,0.23666715303010524,-0.6034513938185995,-0.04865724093610437,0.664187814057253,0.1107209180645521,-0.20773599317204802,0.005561927428395989,0.5254586080582956,0.0576036882287687
2000-02-14,0.42169933348330313,-0.5615260261820852,0.32317973025870433,0.26281207510988247,0.29999326602800896,0.2691030558484667,-0.003746171051095727,-0.03764620643902654,0.34809337983299526,0.04532291987162672,0.029726639003084147,0.7386439959027913,1.0133081822403072,-0.23468677106552477,-0.9716377823444198,-0.029425287821470702,0.13206594144231087,-0.20303009524212556,-0.21708498495663844,0.5073966177552202
2000-02-15,-0.048665095823018624,0.32618483327733094,-0.19123445883458623,0.08556549661384603,0.25909891957190645,0.11465505938282028,-0.000531725974042026,0.026067233558087193,0.5378709637584616,0.5216515063515303,-0.05202741879683693,0.3426930147142552,0.08153419582496,-0.19648587659645264,-0.3957809990683199,0.00966350261610297,0.41320173066861876,0.2190881237431611,0.4225689523385139,-0.028651927038091954
2000-02-16,-0.34260058746059646,0.333652510844355,-0.6901731249375971,-0.44554024038796863,-0.1897064584202427,-0.4613123588064171,-8.459302927883715e-05,-0.007647226627750545,0.08074127673320321,0.1438661651099075,0.44219504289910866,-0.7723864127659223,-0.13575020936793256,-0.24464263241252712,0.4471040167288631,0.13884321900275487,-0.23317728400540455,-0.3665334677870605,-0.21305229827186298,-0.3924013265962596
2000-02-17,-0.3660142026960349,0.9722945330929716,-0.3051338692211503,-0.25559700903721755,-0.16196775745676917,-0.5301414757459622,-0.0019577443836601414,0.05057651031983783,-0.33914123073156566,-0.2228394750123661,0.19735788705519441,-0.5282648047313949,0.2331668236023314,0.27015000443699483,0.5933309778191019,-0.08775011166121367,-0.013411699755806337,-0.6965551984420407,-0.8168480112813437,-0.009590026379923766
2000-02-18,0.34089972239189764,0.49222180366714036,0.4659978264906205,0.5112349709267694,-0.13623111917659686,0.3713509264773934,-0.0003383794572814736,0.008581076598952372,0.06819958222554133,0.24262637560416292,0.0161211797183701,0.27615692029991257,0.07690125002303844,-0.2098246332588346,-0.023515650815887232,0.005835456570124817,-0.00698832105308135,-0.267382802379168,0.5042269185234282,0.34466285914541084
2000-02-21,-0.1167912983787752,0.33657660510212717,0.06193729487223511,0.33910514479909754,0.1753365687576475,-0.1322825506807138,-0.014974437430577857,0.006872037841296286,0.26801846202078766,0.26673462828260175,0.09690678314842681,0.3603657014876199,0.19775738186485642,0.22614423327312086,0.1336917073541998,-0.07313958013703838,0.1844631470173926,0.012392145054693519,0.005145182433888158,-0.04779886329713246
2000-02-22,-1.8563047897420033,-0.37865244507614015,-0.7667488000531301,0.23665994766550089,0.45218024945539237,-1.5219069458014651,0.01550617606362421,-0.03875933437711184,-1.6048878004496785,-1.4896673176506507,0.004977558531997456,-0.26519210568688106,0.3644509270078177,0.25558870558601865,-0.28211357540235754,0.003653093362633051,0.012937935056111715,-0.4914946042668576,-1.8675515364696411,-1.2508582221597488
2000-02-23,0.1478731090752917,0.2958407966458657,0.38105766956110143,0.9001406243569993,0.3206555142661797,0.2101849670881697,0.002912427357956432,-0.09150437000390432,0.034903391917487335,-0.12609291838236764,0.27811500981278886,1.2065236141959246,-0.021199197596006695,-0.0881684349408168,0.3068975296457458,0.0415428289771329,0.5718129662831463,0.14679655884737286,-0.14722231343201664,0.2417679239634746
2000-02-24,1.0179131875687963,-0.2611573628543625,0.405848485915258,0.7857398023353319,-0.3510846266630913,1.0862173305703502,4.833832769270383e-05,0.16763418432029525,0.8586927205121369,0.8352477478968987,0.23796994962442986,-0.2381390725994793,0.7505476368230058,-0.17181948285672416,-0.353331947951923,-0.017936154828588163,-0.2038958117259384,0.3198390238757504,1.4259790884326173,0.46256225870199885
2000-02-25,1.7181206777970537,-0.20324357194931694,0.40118093115670317,-0.3456075104386601,-0.5249179113591338,1.4290014713667611,0.0022235378155112096,-0.05792377470476628,0.7553835973513758,0.8482791194470709,-0.32904987811432135,-0.3792180440635914,-0.569926958414153,-0.13186378191436257,-0.12765745374126988,-0.0024676471582494477,-0.30448924516367676,1.0323954874232395,1.161453272795536,1.1946431560591035
2000-02-28,0.70787563217429,-1.318349319904041,0.10812146006112806,0.7727415078696354,-0.028530827959678092,0.8980906187051293,8.459013631170585e-05,-0.0649376249596653,0.18990675294018233,0.7953884587309599,0.3398850231411058,0.7586993481044788,-0.21121551441009015,0.09907130398900735,-0.06658869798620126,0.019354617500983162,0.1288686033360183,1.1026274413349622,1.4963331002370046,0.009499833760049202
2000-02-29,0.29004504560435873,0.7121903381867329,0.6965563670684756,-0.5705964561610284,-0.009649948139022048,-0.0012648602254359451,9.667435388844448e-05,0.04420020799402358,0.005557074312030701,-0.21936607785536466,0.39311490011039485,-0.4083277223597788,-0.21681712005294165,-0.22819353635041384,-0.5953440082219407,-0.03753734919202086,-0.5303003711972492,-0.8345825855099794,-0.4226455366602903,0.6155613925464676
2000-03-01,-0.5452672904541905,-2.2739925698712984,-0.1762179103587324,1.7416792640486,-0.27748938393334627,-0.2630165535100861,0.0,-0.012670699461395428,-0.1723555578914547,0.04653901250817615,-0.32644052508555316,0.17960739599738804,-0.2279111456587441,-0.003599196663967291,-0.2348949901551156,-0.03246903820628877,-0.16928998575472426,0.020324244003268346,0.09745229490884239,-0.9771910215185609
2000-03-02,0.6038129258394723,-0.014104510446306858,0.23815258074316126,-0.4168581099500197,0.5270544958818459,0.31769209647915014,0.00037461223857346597,0.023386853354094284,0.4698393191826902,-0.12356417304924298,0.0829751465486115,-0.6180939206674892,-0.7695458054833579,-0.3046813762521175,-0.18247716163079714,-0.059696179118111425,-0.450460911001325,-0.950009370674695,-0.08730471262664195,0.7219562088553326
2000-03-03,0.36518381216624274,0.3073963297068771,-0.01326848625895746,0.058502543366827454,-0.0791049488719734,0.4351327338865475,0.0009304823916952335,-0.004509896042522524,0.6181994231633522,0.529065477140679,0.29050996705819443,0.11589113782536739,0.0009930993673929872,-0.22091869792828212,0.34825929298737246,-0.007448184284874336,-0.6189871505471511,0.27522781671132834,0.41777070762126345,0.33073500500014713
2000-03-06,0.20869659726323744,-0.30748469262043204,0.28378255666251073,0.8747213521842669,-0.06326018698220073,0.27324114010724304,-0.0019213952375262567,0.0445118645597229,-0.2015686131686718,0.18338881261279952,0.09141550021995988,0.8166493146576451,-0.02221503648668354,0.07645819089508461,0.2733285625753764,-0.015983239816551614,-0.3159806218731597,-0.3567666061989271,0.2538124477644317,0.15082959118848813
2000-03-07,0.3280725200005419,-0.831498476011718,-0.06460447319153316,-0.18826790991375159,0.07605879539184991,0.3480551558282817,-0.0003987847698764382,-0.031265426640473666,0.2631879760171272,0.4396697954868265,-0.3159320089918595,0.13942651623303962,-0.08618038894627578,-0.2056920362146119,-0.038148518951451396,-0.023283160449884033,0.09728714050465814,0.4887468225130146,0.4190079753860384,-0.06595995527718153
2000-03-08,-0.17857113388056045,0.3917159150379666,-0.3361432617346082,-0.7745851918552729,0.31456428525596686,-0.0853949388801698,0.0007492306790682919,-0.015225202943779671,0.4620819477418563,0.43715459948645674,-0.38552861320794846,-0.7503132374981576,0.01614607800595576,-0.43381800454848063,-0.48760958651824027,0.03714217828846855,0.21846491242151897,0.3482995297921438,0.283298157141643,-0.1509291862775404
2000-03-09,-0.8364462601303394,-0.4970941350743334,0.0343134274020725,-0.9271246281020782,-0.009328569367761597,-0.7940254893113767,0.0007250566027573246,0.010047609229938645,-0.9387031707752727,-0.47790035413853665,-0.25490283769271677,-0.8997904453826606,0.27171891189237657,0.20060511834007985,0.29436813926915784,-0.012604033477153505,-0.8221625590303263,-0.5953473003447408,-0.8487806993729653,-0.5300532996968502
2000-03-10,0.3534568480503489,-0.20408182720029663,0.21825483825908434,0.0073696538568347476,-0.08145616897538407,0.39636433520528447,-0.0008700685541506156,-0.018579875658230098,-0.05076926745859105,-0.14391762387975807,-0.3805525088260799,-0.6731943349596472,-0.23504502478301814,0.20525776045405403,-0.6466384612826807,0.002314911551020518,0.222603166697458,-0.4469465716318939,0.12232045652603914,0.32215301691353737
2000-03-13,-0.2461874524469164,-0.8574806851302283,-0.10890994856023824,-0.19831006544584312,0.2448545621623162,-0.306806630726143,-0.0018368362526281772,-0.02395591608842925,-0.6186448511188876,-0.41969151397305593,0.20449329060437793,0.46483125234856504,0.0395108452152873,0.3626692006689702,0.7443523033637796,0.01295012719717819,0.5033426244991918,-0.25250957642332045,-0.6506033062834587,-0.19885428644504477
2000-03-14,0.04741311346248849,-0.4134735715124073,0.3617860551339937,0.03383765831397647,0.18746930892071695,0.3273945351656554,-0.00015709940360795555,0.041058265467381574,0.17750407658426237,0.7478887295667094,0.16049746523488323,0.34338258369839075,-0.13038909440448607,-0.16648182365576952,-0.5915724089037494,0.0038124548408398186,-0.4394386897040491,0.23549224210621358,0.6609816297877072,-0.18975337761913882
2000-03-15,-0.2535495129555498,0.5597266843385071,0.08273510768215314,0.3825523905523932,0.27993316544002883,-0.274394462798078,-0.0010030250874240667,0.0061026848041875826,-0.045724737879428344,-0.12602561936433385,0.23025380156563566,0.5818972022044956,0.002571946305449992,0.20721023066470856,-0.25803532502007376,0.04420881313454583,0.0014362199151697055,-0.2042631879827872,-0.38628694816712306,0.07594456412098756
2000-03-16,-0.2588517099759494,-0.061006982549994204,-0.06589941534535365,0.12670333919245758,0.27058660248717575,-0.24813580526224385,-0.00016918594610886543,0.10551111943287396,0.016193219830884245,-0.05495477581043393,0.010097988436744839,-0.14835812596195289,-0.14538822020336373,-0.02817174801511749,0.7727079896083627,-0.03918769697746878,-0.18716954308246309,-0.2797471526002631,-0.24269649613894215,-0.18996966199415033
2000-03-17,-0.007957387225206067,0.6510573325868627,0.046558743503348196,0.7721113968157973,0.1773386698569271,-0.007640092683449937,0.0030211345280906827,-0.1063847441003387,-0.2894037483540432,-0.05031864126901475,0.09736698640192898,0.7922191643838148,-0.12306849173086745,-0.069048982454449,-0.05280953283887379,-0.013825308022496612,0.2170382416553726,-0.14382335697680154,0.02132643682598077,0.01901321424113497
2000-03-20,-0.1854310441982139,0.3454075093811157,0.27403666624352563,0.11362092624058234,-0.2363628014236258,-0.21247183467925443,0.0004350358542122703,0.0060895190146620995,-0.26536729873907816,-0.14126247061769964,0.2701936322180083,0.3998291429678973,0.06162198992260738,-0.09437507997271584,-1.056029620236943,-0.022394769027984804,-0.06480341754569201,-0.29656152886564763,-0.33108500957697756,-0.04753981549006599
2000-03-21,0.5145512869507411,0.2973560913578057,-0.24589172432486261,-0.49731590167436884,-0.11788047931904676,0.3946522857375433,-0.0012567754091815505,0.02950450626629059,-0.04849974583324707,0.1321907886504185,-0.032512693468651155,-1.2221569970153552,-0.1084290253752307,-0.06280517566075611,0.8331244049554997,-0.04670306548819716,-0.05139000295895261,-0.4426541871296515,0.13811029689350252,0.6257130767361522
2000-03-22,0.7095755566167954,0.09341965250976915,0.009746680634135094,0.6116561569862342,0.10801706045280533,0.6278995939470143,6.042225612960454e-05,-0.022079392008603434,0.6152015657508833,0.6953679337282986,-0.289590421444258,0.27718509564362914,-0.28380607379198536,-0.4444865954001137,-0.2673499435152781,0.08944631755378185,-0.4138056146817786,0.39170131816851705,1.0247628029456317,0.2171348504754585
2000-03-23,-0.9865961180169127,0.47821580435812494,-0.7561389180423624,0.16684994160053232,0.03869983565163957,-1.3361210099092211,0.001740145309409251,-0.18507275757196376,-0.5790468680706162,-1.03621102136022,-0.30997576276359606,-0.01842911766795457,-0.400995411407655,-0.49527735539015944,-0.6229475714354079,0.08124942378305243,-0.46214932117969637,-0.23807457370065796,-0.6653511545310802,-0.766795066810404
2000-03-24,-0.3795804882498,-0.312385417254902,-0.4342967372858215,-0.37495456998496385,-0.40023546959274325,-1.1966084745513683,0.0006646308419864374,0.19385885878759274,-0.7794182082516934,-0.39784616032256953,0.44704007238670185,-0.07897162675644932,0.11891616616557177,-0.4042378084102806,0.2282600942990831,-0.000171879486940726,-0.1407003089654569,-0.5708427612770156,-0.5247258445708827,-0.4380959387847388
2000-03-27,0.7640062671457563,-0.21937209271783598,0.055344305004803064,-0.8409400570630752,-0.241980088422055,0.5438015507519578,0.0011359043037060628,0.003198257476566375,0.27321979932787216,0.22605103957106892,-0.08707907959665036,-1.108994294387068,0.2491006318634532,0.1290840093611486,0.26387180148820427,-0.028813469179304843,0.8782192841500893,0.010449161302987307,0.24236913107105978,0.6469435559910064
2000-03-28,0.4459795547255552,-0.787459235244567,0.19711387918143922,-0.31227085720517633,-0.4238483072386385,0.596062640563836,0.0012083946694360353,-0.007372843815802529,-0.5294260977939861,-0.03947848106994321,0.0505430768057732,-1.8457714058034438,0.013875776306042668,-0.1400108872278182,-0.7387686078636699,0.038676582059502064,0.6806071206688541,0.5334395483231472,0.5328987833003362,0.07583657582152876
2000-03-29,0.991145308573055,-0.5048455050528742,-0.10827718108343191,0.6177706679214899,0.10558136154468528,1.0252480424199855,-0.002465140615850356,0.0261749880348346,0.801588888726291,0.7438005105086934,0.011655677318777575,0.4719878974487805,-0.227941036824093,0.552463606551431,0.5372695992810897,-0.08251207908998445,-0.08335634172456965,0.8657747777064828,0.9113406807549805,0.6799535121527456
2000-03-30,-0.7515285037664869,-0.1830366976402131,-0.2664286557483532,-0.33011735102172507,-0.0466975886435,-0.5039657428843376,-0.00014501016400038258,-0.033021686917070865,-0.06678105113887832,0.05035716368331283,0.1616406642883019,0.20573696871108763,-0.1872911882730419,0.5551656115418859,0.762973052211091,0.01013858083233102,0.021975745504015133,0.4755908089662466,-0.31445477678209305,-0.736825551600341
2000-03-31,0.3533797678017,-2.4612611364993238,-0.0887549743916442,1.0657244698735242,-0.2705192583042006,0.17598300285821114,-0.0005921270187434414,0.011560757509672193,0.2725524342703157,0.11585548414651163,-0.38823726311793266,0.8213157515872859,-0.10838498382466413,-0.0490961209607611,0.657503909955493,0.06751768669985887,0.2308538584710662,1.0455213573717808,0.22783391910307485,-0.02844815343257425
2000-04-03,-0.10983639501418645,1.9864958081248,-0.15602991664277213,-0.23053016958509268,-0.005303517921116907,-0.47229237711597016,-0.00042295001714600234,-0.07051571200511235,0.19771667529361356,0.1974356240843244,0.25794362994566883,-0.7563893853350976,0.45505849888745853,-0.15162869541560933,0.008502419778135966,-0.06374550721562669,-0.798734302887542,-0.3398926709045708,0.005855818952074005,0.09479572233247957
2000-04-04,-0.2730081364547819,0.3958171008884476,-0.0156483278165043,0.5196393489488652,0.03030202881493022,-0.490489298841749,0.0021026481403836547,0.12114892681853205,0.1047932578349884,0.3710253563616186,0.10579648644365201,-0.23820303664870687,0.18926531002836472,0.3470303540248212,0.3040812811080218,0.06967602764161869,0.3453246627909484,1.4212953035719773,0.11610810124212945,-0.35119394455848135
2000-04-05,-0.4451376360253424,-0.23471632584796243,0.6043507315145861,-0.2882608395042943,0.06828363302949926,-1.0090914058173732,0.0014379925237792167,-0.0784969115453296,-0.7383756157033057,-0.7695949164509394,-0.20173306142925668,-0.31143264539293986,0.03821609353875352,0.820195226501772,-0.15180700961032859,0.052719879486792166,0.2991469905371662,0.34660569856333423,-1.137233040770011,0.11403593367310078
2000-04-06,0.4600150676130047,-0.14477690102661603,0.33388007383237117,0.5539413725740749,-0.17631101414336517,0.2780461457653886,0.00013292263461966373,0.00885196502316966,0.26081226914139527,0.27568352389073286,-0.0967291280830044,0.08423958233960531,-0.23664852210631807,-0.1279333815860179,-0.33024901680508645,-0.040351247211464325,-0.09644928951315884,-0.3512078898032969,0.5489920776748856,0.21820605403910176
2000-04-07,0.35362250442209936,0.48236275436639375,0.055353998130109466,0.7110133885113213,0.38644472944827146,0.4284970698887595,-4.833548306253747e-05,0.09177528144802817,0.07135333912550333,0.4033271237574331,0.09801199797960823,0.6467767503774284,-0.2633936173746736,-0.2987459945194047,-0.3608146400184591,0.05094776535026992,-0.009787421225505497,-0.47782328205584906,0.40489873182181174,0.42555267776856104
2000-04-10,-0.399509697612703,0.9695298063595693,-0.1162788069344183,-0.050273001405340856,0.27839757082910865,-0.19365135599826994,0.0011237939380015613,-0.09544958690194172,-0.36309147978019196,0.06255616897856617,0.1755977853047696,0.043315196394701605,0.09246559942579374,-0.5784394934179817,-0.11172816171199824,-0.034161592910630506,-0.4746069970751273,-0.6932692630161671,-0.22283525477883567,-0.27403749726747073
