date,EUR,JPY,GBP,AUD,CAD,CHF,CNY,HKD,SEK,NOK,SGD,NZD,KRW,MXN,RUB,INR,BRL,PLN,DKK
2000-01-01,0.993161,102.254548,0.618877,1.532914,1.450456,1.59518,8.27,7.77181,8.524222,8.019759,1.665825,1.918709,1134.213081,9.474097,27.482769,43.49413,1.80602,4.139658,7.397369
2000-01-02,0.993161,102.254548,0.618877,1.532914,1.450456,1.59518,8.27,7.77181,8.524222,8.019759,1.665825,1.918709,1134.213081,9.474097,27.482769,43.49413,1.804029,4.139658,7.397369
2000-01-03,0.980273,101.697917,0.614647,1.517177,1.445373,1.577484,8.2749,7.78431,8.451578,7.98198,1.658627,1.909349,1128.189927,9.462932,27.605723,43.532065,1.809771,4.146184,7.359122
2000-01-04,0.970565,103.030563,0.610927,1.523549,1.450996,1.557497,8.27495,7.779872,8.365699,7.916581,1.652515,1.919317,1122.965813,9.474138,27.562277,43.532065,1.829093,4.116739,7.21894
2000-01-05,0.967954,103.911801,0.609433,1.522315,1.45096,1.552237,8.2749,7.777034,8.347592,7.920934,1.655674,1.928254,1134.895485,9.535579,27.179507,43.532065,1.847602,4.1114,7.188352
2000-01-06,0.968553,105.083968,0.606829,1.526166,1.456225,1.549882,8.27485,7.780014,8.347016,7.910416,1.664535,1.93761,1147.428345,9.583633,27.580348,43.532065,1.840592,4.100212,7.180229
2000-01-07,0.97222,105.163441,0.609844,1.527729,1.455932,1.563685,8.2747,7.779771,8.413414,7.969577,1.662132,1.937378,1137.33709,9.537637,27.393553,43.532065,1.834543,4.073998,7.237125
2000-01-08,0.972742,105.128744,0.609804,1.528074,1.45778,1.564344,8.27,7.779021,8.418981,7.974527,1.661509,1.93502,1136.788399,9.52776,27.393553,43.51413,1.829187,4.073998,7.244835
2000-01-09,0.972742,105.128744,0.609804,1.528074,1.45778,1.564344,8.27,7.779021,8.418981,7.974527,1.661509,1.93502,1136.788399,9.52776,27.393553,43.51413,1.82943,4.073998,7.244835
2000-01-10,0.975555,105.073585,0.610881,1.523761,1.455151,1.570682,8.2747,7.773435,8.455588,8.012392,1.660633,1.935619,1133.186802,9.436485,28.2172,43.532065,1.826759,4.063643,7.269187
2000-01-11,0.969718,106.043898,0.607822,1.52267,1.457421,1.563438,8.27475,7.778467,8.421279,7.988853,1.66939,1.936497,1146.988264,9.488141,28.767864,43.569565,1.82213,4.072543,7.241687
2000-01-12,0.970791,105.854072,0.60688,1.519244,1.455224,1.563075,8.2748,7.775598,8.410894,7.972276,1.667832,1.929275,1144.712649,9.509039,28.62816,43.569565,1.859051,4.058692,7.226789
2000-01-13,0.974275,106.069147,0.607711,1.498852,1.449747,1.570048,8.275585,7.780339,8.416205,7.951206,1.668459,1.910919,1135.725134,9.516989,28.581728,43.528967,1.82092,4.06306,7.24409
2000-01-14,0.985103,105.73317,0.610468,1.499955,1.449872,1.587126,8.275556,7.778804,8.450141,7.971359,1.675172,1.918007,1124.598429,9.45732,28.482005,43.519502,1.804999,4.074817,7.306083
2000-01-15,0.981948,105.690306,0.610106,1.500281,1.449096,1.584298,8.27,7.777854,8.443171,7.959619,1.675011,1.918991,1124.130249,9.445567,28.482005,43.51413,1.793956,4.074817,7.290173
2000-01-16,0.981948,105.690306,0.610106,1.500281,1.449096,1.584298,8.27,7.777854,8.443171,7.959619,1.675011,1.918991,1124.130249,9.445567,28.482005,43.51413,1.79381,4.074817,7.290173
2000-01-17,0.988316,104.997031,0.612275,1.505331,1.450226,1.596452,8.273498,7.78747,8.476993,8.005639,1.675143,1.927052,1122.564706,9.427033,28.680391,43.687814,1.800749,4.092827,7.354935
2000-01-18,0.988378,105.54081,0.611169,1.505842,1.449858,1.595525,8.275441,7.777545,8.47728,8.025667,1.672411,1.935176,1125.989481,9.434168,28.605982,43.57724,1.793282,4.083721,7.36876
2000-01-19,0.988328,105.556114,0.609303,1.507036,1.451329,1.59527,8.275564,7.78108,8.488585,7.994729,1.676363,1.938226,1133.869284,9.418463,28.451463,43.562623,1.796375,4.102425,7.365787
2000-01-20,0.985963,105.400786,0.60562,1.502522,1.448224,1.592372,8.275478,7.779204,8.486744,8.004196,1.675299,1.944407,1125.459784,9.407215,28.649572,43.563838,1.785617,4.086629,7.368298
2000-01-21,0.990347,104.733798,0.605859,1.507963,1.442527,1.595623,8.275504,7.778944,8.500239,7.998305,1.67784,1.950844,1126.961397,9.437436,28.684626,43.561579,1.782188,4.08557,7.372686
2000-01-22,0.990647,104.668997,0.605814,1.507237,1.442739,1.595461,8.27,7.777894,8.503706,7.996508,1.677469,1.949835,1125.489916,9.441419,28.684626,43.53913,1.774794,4.08557,7.371586
2000-01-23,0.990647,104.668997,0.605814,1.507237,1.442739,1.595461,8.27,7.777894,8.503706,7.996508,1.677469,1.949835,1125.489916,9.441419,28.684626,43.53913,1.774794,4.08557,7.371586
2000-01-24,0.997042,105.464458,0.605323,1.527652,1.441741,1.607645,8.275284,7.785316,8.529625,8.023793,1.683009,1.973451,1125.009386,9.47274,28.567731,43.625768,1.768594,4.098634,7.426142
2000-01-25,0.99774,105.783594,0.60758,1.52725,1.439793,1.609441,8.275193,7.781937,8.512829,8.032744,1.684358,1.966269,1126.686574,9.527394,28.586808,43.604728,1.776372,4.138989,7.425125
2000-01-26,0.998668,105.79562,0.609487,1.531988,1.437839,1.609618,8.275058,7.782123,8.524135,8.056857,1.693409,1.97116,1127.172694,9.513545,28.692855,43.595115,1.779528,4.131949,7.429476
2000-01-27,1.010176,105.229118,0.610524,1.529239,1.435417,1.62559,8.275088,7.775491,8.586465,8.118021,1.689308,1.968891,1124.062555,9.507195,28.670865,43.568193,1.780335,4.126804,7.484527
2000-01-28,1.02212,106.421929,0.615979,1.571297,1.443681,1.643856,8.275037,7.77982,8.703326,8.218155,1.706337,2.024821,1120.877066,9.560655,28.629785,43.604277,1.789807,4.162368,7.577283
2000-01-29,1.019068,106.146528,0.61567,1.563509,1.441342,1.641941,8.27,7.78052,8.634413,8.216308,1.700238,1.998328,1121.738835,9.560448,28.629785,43.56413,1.787635,4.162368,7.557976
2000-01-30,1.019068,106.146528,0.61567,1.563509,1.441342,1.641941,8.27,7.78052,8.634413,8.216308,1.700238,1.998328,1121.738835,9.560448,28.629785,43.56413,1.789565,4.162368,7.557976
2000-01-31,1.027513,107.196386,0.618227,1.572878,1.449351,1.650606,8.274896,7.782318,8.803744,8.268518,1.700294,2.024513,1123.798917,9.619276,28.548126,43.646308,1.806138,4.203146,7.609508
2000-02-01,1.028038,107.74905,0.619515,1.579927,1.44954,1.654946,8.274811,7.779924,8.807153,8.30148,1.698572,2.034132,1126.037623,9.593554,28.465685,43.631103,1.792616,4.22173,7.660016
2000-02-02,1.025256,108.406725,0.62257,1.570646,1.444459,1.65326,8.27478,7.782356,8.74131,8.242305,1.698892,2.04323,1129.865718,9.587402,28.822415,43.630824,1.789704,4.252135,7.646445
2000-02-03,1.013385,108.07279,0.625197,1.570502,1.440789,1.63428,8.275027,7.780779,8.665252,8.213223,1.693661,2.026368,1129.04077,9.490215,28.72462,43.612663,1.779147,4.185987,7.578448
2000-02-04,1.01983,107.532583,0.629172,1.578217,1.442985,1.637738,8.275257,7.786108,8.630023,8.236584,1.691816,2.030098,1129.457064,9.488483,28.889084,43.654791,1.779596,4.172649,7.69665
2000-02-05,1.017089,107.532158,0.629247,1.575616,1.441747,1.634581,8.27,7.786475,8.613443,8.221144,1.690632,2.029562,1127.318828,9.476367,28.889084,43.65906,1.771684,4.172649,7.895877
2000-02-06,1.017089,107.532158,0.629247,1.575616,1.441747,1.634581,8.27,7.786475,8.613443,8.221144,1.690632,2.029562,1127.318828,9.476367,28.889084,43.65906,1.773515,4.172649,7.895877
2000-02-07,1.021503,108.69269,0.627509,1.571496,1.443039,1.641985,8.275251,7.784741,8.654656,8.253764,1.695305,2.021456,1129.006915,9.445094,28.699881,43.630971,1.770946,4.192485,7.611257
2000-02-08,1.013483,109.236319,0.62213,1.577641,1.44801,1.627617,8.275262,7.781491,8.582028,8.165021,1.695789,2.025558,1128.352399,9.408594,28.876999,43.630366,1.76294,4.13612,7.529237
2000-02-09,1.007853,109.018381,0.620323,1.574453,1.443696,1.621336,8.275276,7.774869,8.547257,8.14032,1.690609,2.0245,1122.807686,9.387694,28.572532,43.636273,1.764427,4.134488,7.498174
2000-02-10,1.013789,108.730094,0.621576,1.582137,1.449708,1.628231,8.275252,7.781471,8.586547,8.176489,1.692179,2.028298,1121.155857,9.429462,28.793285,43.600853,1.772838,4.153121,7.544773
2000-02-11,1.015169,109.181956,0.627119,1.585741,1.44919,1.631749,8.275271,7.781797,8.60568,8.203702,1.695197,2.033104,1114.410599,9.424875,28.985163,43.649155,1.769159,4.153352,7.584522
2000-02-12,1.016797,109.266761,0.62708,1.585462,1.448284,1.632095,8.27,7.782031,8.595124,8.196372,1.69443,2.033808,1113.110892,9.426159,28.985163,43.65906,1.777541,4.153352,7.591605
2000-02-13,1.016797,109.266761,0.62708,1.585462,1.448284,1.632095,8.27,7.782031,8.595124,8.196372,1.69443,2.033808,1113.110892,9.426159,28.985163,43.65906,1.777541,4.153352,7.591605
2000-02-14,1.019459,108.570589,0.629149,1.589914,1.453544,1.636146,8.274961,7.778868,8.635688,8.207421,1.695701,2.048177,1125.76042,9.402782,28.704896,43.636313,1.771497,4.144928,7.568075
2000-02-15,1.018963,108.925308,0.627947,1.591275,1.457315,1.638023,8.274917,7.780896,8.682262,8.250347,1.694819,2.055208,1126.678674,9.384325,28.591512,43.64053,1.778832,4.154019,7.600123
2000-02-16,1.015478,109.289347,0.623628,1.584201,1.454553,1.630484,8.27491,7.780301,8.689275,8.262225,1.70233,2.039395,1125.150243,9.361395,28.719632,43.701164,1.774689,4.138821,7.583948
2000-02-17,1.011768,110.357144,0.621728,1.580157,1.452199,1.621863,8.274748,7.784237,8.659856,8.243834,1.705693,2.02865,1127.776781,9.386719,28.890541,43.662833,1.774451,4.110092,7.522251
2000-02-18,1.015223,110.901685,0.624632,1.588256,1.450222,1.627897,8.27472,7.784905,8.665764,8.26386,1.705968,2.03426,1128.644389,9.367044,28.883748,43.665381,1.774327,4.099117,7.560276
2000-02-19,1.014904,110.92151,0.624157,1.586991,1.450359,1.627429,8.27,7.785339,8.663434,8.27091,1.705397,2.034662,1126.842876,9.378054,28.883748,43.67406,1.775614,4.099117,7.565196
2000-02-20,1.014904,110.92151,0.624157,1.586991,1.450359,1.627429,8.27,7.785339,8.663434,8.27091,1.705397,2.034662,1126.842876,9.378054,28.883748,43.67406,1.776933,4.099117,7.565196
2000-02-21,1.014038,111.275583,0.625019,1.593651,1.452767,1.625745,8.273481,7.78544,8.689021,8.285932,1.707622,2.041604,1130.878575,9.388251,28.922389,43.633456,1.777603,4.099625,7.560665
2000-02-22,0.995388,110.855032,0.620245,1.597427,1.459351,1.60119,8.274764,7.782423,8.550685,8.163414,1.707707,2.036197,1135.007592,9.412277,28.84091,43.63505,1.777833,4.079525,7.420776
2000-02-23,0.996861,111.183472,0.622613,1.611871,1.464038,1.604559,8.275005,7.775305,8.55367,8.153127,1.712463,2.060913,1134.767005,9.403982,28.929558,43.653181,1.788028,4.085518,7.409859
2000-02-24,1.00706,110.893487,0.625145,1.624586,1.458907,1.622083,8.275009,7.78835,8.627436,8.221511,1.716543,2.056011,1143.316014,9.387838,28.827521,43.645352,1.784386,4.098606,7.516279
2000-02-25,1.024512,110.668332,0.627658,1.618981,1.451269,1.645429,8.275193,7.78384,8.692853,8.291549,1.710904,2.048229,1136.818481,9.375467,28.790744,43.644275,1.778961,4.141139,7.604086
2000-02-26,1.022778,110.680186,0.627315,1.618487,1.451492,1.644569,8.27,7.78354,8.695593,8.280266,1.710105,2.050489,1136.606364,9.373491,28.790744,43.65906,1.768122,4.141139,7.588336
2000-02-27,1.022778,110.680186,0.627315,1.618487,1.451492,1.644569,8.27,7.78354,8.695593,8.280266,1.710105,2.050489,1136.606364,9.373491,28.790744,43.65906,1.76909,4.141139,7.588336
2000-02-28,1.03179,109.218912,0.628337,1.63154,1.450855,1.660273,8.2752,7.778787,8.709377,8.357762,1.716729,2.063828,1134.419878,9.38476,28.771579,43.652723,1.781255,4.187053,7.718724
2000-02-29,1.034787,109.999535,0.632729,1.622257,1.450715,1.660252,8.275208,7.782226,8.709861,8.339448,1.723491,2.055418,1131.962926,9.363369,28.600798,43.63634,1.771834,4.152254,7.68617
2000-03-01,1.02916,107.52638,0.631615,1.650759,1.446695,1.655891,8.275208,7.78124,8.694862,8.34333,1.717874,2.059113,1129.385994,9.363032,28.533695,43.622174,1.768837,4.153098,7.693664
2000-03-02,1.035393,107.511215,0.633121,1.643892,1.45434,1.66116,8.275239,7.78306,8.73581,8.333027,1.7193,2.046425,1120.728207,9.334548,28.481675,43.596141,1.760887,4.11383,7.68695
2000-03-03,1.039181,107.842209,0.633037,1.644854,1.45319,1.668404,8.275316,7.782709,8.789982,8.377231,1.724302,2.048798,1120.739337,9.313949,28.581038,43.592894,1.750021,4.125168,7.719131
2000-03-04,1.038002,107.861232,0.633348,1.645435,1.453653,1.667905,8.27,7.782447,8.785922,8.365298,1.724344,2.047818,1121.767706,9.312323,28.581038,43.56413,1.742475,4.125168,7.704535
2000-03-05,1.038002,107.861232,0.633348,1.645435,1.453653,1.667905,8.27,7.782447,8.785922,8.365298,1.724344,2.047818,1121.767706,9.312323,28.581038,43.56413,1.743665,4.125168,7.704535
2000-03-06,1.041352,107.51112,0.634836,1.659305,1.452271,1.672969,8.275157,7.786174,8.772282,8.392608,1.725879,2.065598,1120.490392,9.321073,28.659265,43.585927,1.7445,4.110477,7.738748
2000-03-07,1.044774,106.620873,0.634426,1.656184,1.453376,1.678802,8.275124,7.78374,8.7954,8.429589,1.720435,2.06848,1119.525165,9.30192,28.648334,43.57578,1.746198,4.130616,7.771242
2000-03-08,1.04291,107.039343,0.632297,1.643405,1.457955,1.677369,8.275186,7.782555,8.836136,8.46652,1.713815,2.053018,1119.705939,9.261654,28.508982,43.591968,1.750017,4.145028,7.793289
2000-03-09,1.034223,106.508577,0.632514,1.628239,1.457819,1.664103,8.275246,7.783337,8.753579,8.426155,1.709452,2.034628,1122.752529,9.280252,28.593027,43.586474,1.735688,4.120424,7.727421
2000-03-10,1.037885,106.291434,0.633896,1.628359,1.456632,1.670712,8.275174,7.781891,8.749136,8.414037,1.702959,2.020977,1120.116654,9.29932,28.40873,43.587483,1.739556,4.102049,7.736879
2000-03-11,1.039929,106.328552,0.634119,1.628063,1.456143,1.672819,8.27,7.780991,8.746069,8.42154,1.702684,2.02234,1121.248474,9.299173,28.40873,43.56413,1.74401,4.102049,7.744359
2000-03-12,1.039929,106.328552,0.634119,1.628063,1.456143,1.672819,8.27,7.780991,8.746069,8.42154,1.702684,2.02234,1121.248474,9.299173,28.40873,43.56413,1.745467,4.102049,7.744359
2000-03-13,1.035333,105.383902,0.633206,1.625133,1.460203,1.665594,8.275022,7.780027,8.695177,8.378798,1.706445,2.030393,1120.559309,9.333107,28.62098,43.593128,1.748334,4.091704,7.686706
2000-03-14,1.035824,104.949067,0.635501,1.625683,1.462943,1.671056,8.275009,7.783222,8.710625,8.441697,1.709186,2.037377,1119.099174,9.317582,28.452166,43.59479,1.740668,4.101351,7.737682
2000-03-15,1.033201,105.538142,0.636027,1.631914,1.467044,1.666477,8.274926,7.783697,8.706643,8.431065,1.713126,2.049267,1119.127957,9.336909,28.378844,43.614067,1.740693,4.092982,7.70785
2000-03-16,1.03053,105.473776,0.635608,1.633983,1.471019,1.662347,8.274912,7.791914,8.708053,8.426433,1.713299,2.046229,1117.502059,9.334279,28.598979,43.596979,1.737438,4.081548,7.689166
2000-03-17,1.030448,106.162711,0.635904,1.646648,1.47363,1.66222,8.275162,7.783629,8.682888,8.422194,1.714968,2.062504,1116.127612,9.327836,28.58388,43.590952,1.741213,4.075682,7.690806
2000-03-18,1.031606,106.081275,0.635622,1.646483,1.474304,1.663094,8.27,7.782696,8.680225,8.427561,1.71468,2.06377,1114.064639,9.324453,28.58388,43.56413,1.745015,4.075682,7.698216
2000-03-19,1.031606,106.081275,0.635622,1.646483,1.474304,1.663094,8.27,7.782696,8.680225,8.427561,1.71468,2.06377,1114.064639,9.324453,28.58388,43.56413,1.746049,4.075682,7.698216
2000-03-20,1.028539,106.530039,0.637649,1.64852,1.470151,1.658692,8.275198,7.784103,8.659877,8.410305,1.719608,2.070767,1116.815604,9.319037,28.283614,43.581191,1.740085,4.063613,7.665385
2000-03-21,1.033845,106.847284,0.636083,1.640342,1.468419,1.665251,8.275094,7.7864,8.655678,8.42143,1.719049,2.045613,1115.605308,9.313186,28.520236,43.560842,1.739191,4.045665,7.675979
2000-03-22,1.041207,106.947147,0.636145,1.650406,1.470006,1.67574,8.275099,7.784681,8.709092,8.480194,1.714078,2.051291,1112.443641,9.271882,28.444089,43.599823,1.732009,4.061543,7.755044
2000-03-23,1.030985,107.45981,0.631353,1.653162,1.470575,1.653499,8.275243,7.770287,8.658808,8.392775,1.708773,2.050913,1107.991725,9.226074,28.267448,43.635262,1.724023,4.051885,7.703617
2000-03-24,1.027079,107.124645,0.628617,1.646975,1.464701,1.633831,8.275298,7.785365,8.591582,8.359451,1.716429,2.049294,1109.31009,9.188854,28.332045,43.635187,1.721599,4.028821,7.6633
2000-03-25,1.027318,107.104986,0.62867,1.647176,1.464635,1.633975,8.27,7.784565,8.576555,8.364851,1.716046,2.04942,1110.110352,9.191207,28.332045,43.65906,1.733871,4.028821,7.667037
2000-03-26,1.027318,107.104986,0.62867,1.647176,1.464635,1.633975,8.27,7.784565,8.576555,8.364851,1.716046,2.04942,1110.110352,9.191207,28.332045,43.65906,1.734849,4.028821,7.667037
2000-03-27,1.034956,106.889901,0.628965,1.633183,1.461161,1.64274,8.275392,7.785614,8.615088,8.378369,1.714935,2.026693,1112.076833,9.200723,28.406904,43.622616,1.736785,4.029242,7.681896
2000-03-28,1.039582,106.051492,0.630206,1.628091,1.454981,1.652561,8.275492,7.78504,8.569598,8.375062,1.715802,1.989628,1112.231153,9.18785,28.197816,43.639491,1.748646,4.050793,7.722942
2000-03-29,1.049937,105.517445,0.629524,1.63818,1.456518,1.669591,8.275288,7.787078,8.638567,8.437588,1.716002,1.999041,1109.698809,9.23875,28.349722,43.603498,1.747189,4.086016,7.793646
2000-03-30,1.042076,105.324486,0.627849,1.632781,1.455838,1.661198,8.275276,7.784507,8.6328,8.441838,1.718778,2.003158,1107.622386,9.290183,28.56685,43.607919,1.747573,4.105495,7.769177
2000-03-31,1.045765,102.763817,0.627292,1.650275,1.451905,1.664124,8.275227,7.785407,8.656361,8.451624,1.712118,2.019678,1106.42254,9.285623,28.755297,43.637372,1.751612,4.148644,7.786898
2000-04-01,1.046446,102.904893,0.627053,1.650846,1.451376,1.664666,8.27,7.785894,8.664031,8.452897,1.71243,2.019665,1108.2929,9.274687,28.755297,43.65906,1.740253,4.148644,7.791285
2000-04-02,1.046446,102.904893,0.627053,1.650846,1.451376,1.664666,8.27,7.785894,8.664031,8.452897,1.71243,2.019665,1108.2929,9.274687,28.755297,43.65906,1.740933,4.148644,7.791285
2000-04-03,1.044617,104.825627,0.626314,1.646475,1.451828,1.656283,8.275192,7.779919,8.673493,8.468327,1.71654,2.004459,1111.468883,9.271554,28.757742,43.609564,1.737677,4.134567,7.787354
2000-04-04,1.041769,105.241367,0.626216,1.655053,1.452268,1.648179,8.275366,7.78935,8.682587,8.499805,1.718357,1.99969,1113.5745,9.303785,28.845322,43.63996,1.743688,4.193751,7.796401
2000-04-05,1.037142,104.994638,0.630012,1.650289,1.45326,1.631631,8.275485,7.783238,8.618713,8.434642,1.714894,1.993472,1114.000146,9.380408,28.801566,43.662973,1.748912,4.208312,7.70824
2000-04-06,1.041924,104.84274,0.632119,1.659456,1.4507,1.636174,8.275496,7.783927,8.641221,8.457927,1.713236,1.995152,1111.366998,9.368415,28.706606,43.645358,1.747226,4.193558,7.750674
2000-04-07,1.045615,105.349684,0.632469,1.671297,1.456317,1.6432,8.275492,7.791074,8.647389,8.492109,1.714916,2.008098,1108.44358,9.340469,28.603215,43.6676,1.747055,4.173568,7.78212
2000-04-08,1.046644,105.337605,0.633184,1.672468,1.456022,1.644703,8.27,7.791194,8.650229,8.496836,1.713993,2.008765,1109.643788,9.335866,28.603215,43.66906,1.741505,4.173568,7.791197
2000-04-09,1.046644,105.337605,0.633184,1.672468,1.456022,1.644703,8.27,7.791194,8.650229,8.496836,1.713993,2.008765,1109.643788,9.335866,28.603215,43.66906,1.742969,4.173568,7.791197
2000-04-10,1.041446,106.376048,0.631734,1.670457,1.460377,1.640021,8.275585,7.783641,8.616048,8.497423,1.71793,2.008968,1109.468983,9.286596,28.571275,43.652685,1.738783,4.144734,7.764798
2000-04-11,1.042555,107.005396,0.630536,1.678415,1.462544,1.639842,8.275383,7.788732,8.623725,8.524115,1.720106,2.005974,1110.290802,9.360476,28.608643,43.654188,1.745795,4.153638,7.765855
2000-04-12,1.045869,105.750095,0.630199,1.677225,1.462924,1.646892,8.275549,7.786139,8.671733,8.52506,1.718282,2.009077,1108.380182,9.3881,28.427927,43.666449,1.745699,4.109962,7.784054
2000-04-13,1.048787,105.879149,0.629374,1.67311,1.466362,1.650152,8.275475,7.790187,8.70291,8.544952,1.71598,2.006248,1107.753738,9.407943,28.5084,43.67662,1.760004,4.165146,7.815266
2000-04-14,1.044283,105.283979,0.630293,1.675302,1.475829,1.643317,8.275481,7.789048,8.692522,8.537238,1.707588,2.01144,1111.282245,9.479103,28.570685,43.708576,1.78133,4.184172,7.794537
2000-04-15,1.045159,105.382645,0.630204,1.674922,1.475605,1.642986,8.27,7.789101,8.681026,8.526285,1.707102,2.011992,1111.252605,9.478866,28.570685,43.70906,1.793683,4.184172,7.783587
2000-04-16,1.045159,105.382645,0.630204,1.674922,1.475605,1.642986,8.27,7.789101,8.681026,8.526285,1.707102,2.011992,1111.252605,9.478866,28.570685,43.70906,1.795465,4.184172,7.783587
2000-04-17,1.047464,104.089548,0.630614,1.690982,1.484363,1.642912,8.275476,7.794281,8.71025,8.577293,1.706746,2.01935,1114.291604,9.503952,28.858681,43.668318,1.789822,4.274313,7.786327
2000-04-18,1.054879,104.500952,0.633185,1.682475,1.485313,1.658654,8.275345,7.788792,8.738492,8.616615,1.698962,2.019943,1110.31838,9.431984,28.652535,43.686653,1.775258,4.264505,7.848956
2000-04-19,1.063902,104.692027,0.632991,1.677097,1.47626,1.669105,8.275444,7.795664,8.760248,8.662158,1.700381,2.006798,1110.979828,9.409993,28.695095,43.681802,1.764091,4.29183,7.90274
2000-04-20,1.066482,105.357334,0.63293,1.685373,1.47348,1.677099,8.275361,7.791051,8.795616,8.705036,1.697467,2.019117,1109.681554,9.40407,28.549359,43.676412,1.778588,4.303008,7.950784
2000-04-21,1.066179,105.647508,0.633157,1.686856,1.474374,1.675776,8.27425,7.789922,8.790761,8.696285,1.697854,2.023479,1109.440846,9.40133,28.549359,43.682505,1.77959,4.303008,7.948856
2000-04-22,1.066227,105.312525,0.633046,1.68561,1.474122,1.676329,8.27,7.791143,8.795523,8.715569,1.696708,2.020616,1110.381692,9.39816,28.549359,43.66501,1.77746,4.303008,7.948711
2000-04-23,1.066227,105.312525,0.633046,1.68561,1.474122,1.676329,8.27,7.791143,8.795523,8.715569,1.696708,2.020616,1110.381692,9.39816,28.549359,43.66501,1.780447,4.303008,7.948711
2000-04-24,1.064669,105.577508,0.63309,1.682037,1.476089,1.672695,8.2743,7.814489,8.777362,8.680112,1.699676,2.019998,1109.590846,9.43039,28.549359,43.65828,1.787526,4.303008,7.930251
2000-04-25,1.082269,105.673118,0.633337,1.68244,1.472267,1.698612,8.275379,7.788571,8.845946,8.792823,1.703472,2.016493,1108.840201,9.403011,28.517936,43.678654,1.794296,4.298753,8.033257
2000-04-26,1.08441,106.383621,0.633827,1.699105,1.472252,1.706752,8.275483,7.789335,8.893545,8.848146,1.705587,2.048375,1108.727125,9.40056,28.524609,43.681122,1.794601,4.295116,8.096534
2000-04-27,1.098029,106.406345,0.635213,1.700445,1.477765,1.72471,8.275595,7.791174,8.940421,8.946244,1.706714,2.055793,1110.853375,9.439029,28.499817,43.682205,1.807862,4.321729,8.161926
2000-04-28,1.100095,107.819793,0.641401,1.711885,1.481438,1.725948,8.27565,7.784069,8.961004,8.963801,1.705824,2.059029,1109.360561,9.40204,28.451373,43.677277,1.806192,4.469675,8.198024
2000-04-29,1.100308,107.761427,0.640928,1.710167,1.481117,1.725967,8.27,7.783789,8.956187,8.964325,1.706845,2.055385,1109.727252,9.39699,28.451373,43.68406,1.809559,4.469675,8.194627
2000-04-30,1.100308,107.761427,0.640928,1.710167,1.481117,1.725967,8.27,7.783789,8.956187,8.964325,1.706845,2.055385,1109.727252,9.39699,28.451373,43.68406,1.81066,4.469675,8.194627
2000-05-01,1.094329,108.608612,0.642522,1.71799,1.479104,1.712339,8.27495,7.786395,8.921329,8.936673,1.708428,2.065816,1109.863626,9.345863,28.451373,43.66953,1.808555,4.469675,8.185416
2000-05-02,1.101431,108.634287,0.64055,1.706882,1.482603,1.715677,8.275629,7.787023,8.935025,8.93645,1.717148,2.057597,1109.703302,9.331351,28.378222,43.712403,1.804634,4.457767,8.192963
2000-05-03,1.120327,109.211001,0.640537,1.694052,1.490233,1.728957,8.275637,7.794559,9.048559,9.054814,1.721158,2.043454,1110.508865,9.36639,28.302161,43.69218,1.813416,4.490968,8.366954
2000-05-04,1.122251,108.403422,0.649214,1.692046,1.496127,1.734286,8.275621,7.789183,9.084599,9.073392,1.722049,2.038752,1111.249429,9.395688,28.497717,43.67209,1.815331,4.566,8.344094
2000-05-05,1.114435,108.376598,0.652757,1.683263,1.495357,1.727344,8.275649,7.787047,9.084757,9.062831,1.721977,2.041278,1110.677685,9.446523,28.308006,43.709498,1.803544,4.645258,8.303652
2000-05-06,1.113395,108.272917,0.652261,1.68525,1.494543,1.726158,8.27,7.7865,9.083484,9.038638,1.72256,2.041139,1110.714712,9.44728,28.308006,43.68406,1.805611,4.645258,8.290152
2000-05-07,1.113395,108.272917,0.652261,1.68525,1.494543,1.726158,8.27,7.7865,9.083484,9.038638,1.72256,2.041139,1110.714712,9.44728,28.308006,43.68406,1.805834,4.645258,8.290152
2000-05-08,1.118235,108.838497,0.653143,1.708422,1.490995,1.729459,8.275611,7.783535,9.09275,9.089849,1.722955,2.061837,1109.104766,9.471125,28.33046,43.670766,1.803547,4.579424,8.325655
2000-05-09,1.106481,109.483963,0.652054,1.720559,1.493328,1.721011,8.275337,7.781105,9.069536,9.067996,1.726876,2.085269,1108.463973,9.485858,28.212855,43.663923,1.807842,4.513812,8.287439
2000-05-10,1.097549,109.192525,0.659135,1.717478,1.493596,1.714803,8.27518,7.784107,9.028429,9.019033,1.727339,2.08444,1108.73792,9.556415,28.228767,44.125871,1.81278,4.434172,8.189008
2000-05-11,1.108849,108.529143,0.666233,1.730865,1.490952,1.722802,8.275071,7.797094,9.113421,9.087868,1.72633,2.102224,1113.7576,9.618713,28.720763,44.194552,1.819012,4.492015,8.233369
2000-05-12,1.095993,108.617893,0.659976,1.725576,1.487565,1.706671,8.274932,7.797008,9.097927,9.034544,1.724062,2.091521,1114.590116,9.576997,28.39207,43.94935,1.826942,4.476686,8.242598
2000-05-13,1.097926,108.741344,0.660198,1.727322,1.48772,1.705791,8.27,7.796395,9.0784,9.041851,1.716288,2.092813,1113.790118,9.584727,28.39207,43.626725,1.848301,4.476686,8.251371
2000-05-14,1.097926,108.741344,0.660198,1.727322,1.48772,1.705791,8.27,7.796395,9.0784,9.041851,1.716288,2.092813,1113.790118,9.584727,28.39207,43.626725,1.850405,4.476686,8.251371
